SCC,차종,소분류,연료,물질,연식,추가조건,배출계수,열화계수,,
7030101,승합차,경형,LPG,NOx,’96<,,4.0131*V^(-0.3236),Tf10p_5W,,
7010401,승용차,대형,하이브리드,NOx,all,,2.4521E-2*Exp(-0.0221*V),Tf5p_10W,,
7030101,승합차,경형,LPG,NOx,’97-’99,,1.8528*V^(-0.3889),Tf10p_5W,,
7030101,승합차,경형,LPG,NOx,’00-’05,,5.8289*V^(-0.9198),Tf10p_5W,,
7010401,승용차,대형,하이브리드,PM10,all,,0.59*0.0010,Tf5p_10W,,
7030101,승합차,경형,LPG,NOx,’06-07,,0.7228*V^(-0.9198),Tf10p_5W,,
7030101,승합차,경형,LPG,NOx,’08,,-4.0000E-06*V^2+6.0000E-04*V+5.5000E-03,Tf10p_5W,,
7010401,승용차,대형,하이브리드,PM10,all,,0.59*0.0025,Tf5p_10W,,
7030101,승합차,경형,LPG,NOx,’09-’11,,-3.7333E-06*V^2+5.6000E-04*V+5.1333E-03,Tf10p_5W,,
7030101,승합차,경형,LPG,NOx,’12-’13,,-3.6373E-06*V^2+5.4560E-04*V+5.0013E-03,Tf10p_5W,,
7010401,승용차,대형,하이브리드,PM25,all,,0.92*0.59*0.0010,Tf5p_10W,,
7030101,승합차,경형,LPG,NOx,’14,,-3.5413E-06*V^2+5.3120E-04*V+4.8693E-03,Tf10p_5W,,
7030101,승합차,경형,LPG,NOx,’15,,-3.4453E-06*V^2+5.1680E-04*V+4.7373E-03,Tf10p_5W,,
7010401,승용차,대형,하이브리드,PM25,all,,0.92*0.59*0.0025,Tf5p_10W,,
7030101,승합차,경형,LPG,NOx,’16,,5.5718E-07*V^2-1.4999E-04*V+1.3699E-02,Tf10p_5W,,
7030101,승합차,경형,LPG,NOx,’17,,5.7226E-07*V^2-1.4891E-04*V+1.3178E-02,Tf10p_5W,,
7030101,승합차,경형,LPG,NOx,’18>,,5.8363E-07*V^2-1.4810E-04*V+1.2786E-02,Tf10p_5W,,
7030101,승합차,경형,LPG,PM10,all,,0.0002,Tf10p_5W,,
7030101,승합차,경형,LPG,PM10,all,,0.0005,Tf10p_5W,,
7030101,승합차,경형,LPG,PM25,all,,0.92*0.0002,Tf10p_5W,,
7030101,승합차,경형,LPG,PM25,all,,0.92*0.0005,Tf10p_5W,,
7030201,승합차,소형,경유,CO,’97<,,3.4539*V^(-0.4266),Tf5p_5W,,
7030201,승합차,소형,경유,CO,’97<,,0.0051*V+0.2212,Tf5p_5W,,
7030201,승합차,소형,경유,CO,’98-’03,,3.7564*V^(-0.5175),Tf5p_5W,,
7030201,승합차,소형,경유,CO,’04-’07,,3.2797*V^(-0.8887),Tf5p_5W,,
7030201,승합차,소형,경유,CO,’08-’11,,4.222*V^(-1.4035),Tf5p_5W,,
7030201,승합차,소형,경유,CO,’08-’11,,0.01166*V^(0.09222),Tf5p_5W,,
7030201,승합차,소형,경유,CO,’12-’15.8,,4.222*V^(-1.4035),Tf5p_5W,,
7030201,승합차,소형,경유,CO,’12-’15.8,,0.01166*V^(0.09222),Tf5p_5W,,
7030201,승합차,소형,경유,CO,’15.9-17,,3E-06*V^2?0.0003*V+0.1271,Tf5p_5W,,
7030201,승합차,소형,경유,CO,18>,,4.5878E-01*V^(-5.6934E-01),Tf5p_5W,,
7030201,승합차,소형,경유,VOC,’90<,,0.9835*V^(-0.5096),Tf5p_5W,,
7030201,승합차,소형,경유,VOC,’91-’95,,1.6313*V^(-0.7298),Tf5p_5W,,
7030201,승합차,소형,경유,VOC,’96-’03,,1.1293*V^(-0.6588),Tf5p_5W,,
7030201,승합차,소형,경유,VOC,’04-’07,,0.1807*V^(-0.6588),Tf5p_5W,,
7030201,승합차,소형,경유,VOC,’08-’11,,0.829*V^(-1.0961),Tf5p_5W,,
7030201,승합차,소형,경유,VOC,’12-’15.8,,0.829*V^(-1.0961),Tf5p_5W,,
7030201,승합차,소형,경유,VOC,’15.9>,,1.7295E-06*V^2?2.4977E-04*V+2.8876E-02,Tf5p_5W,,
7030201,승합차,소형,경유,NOx,’03<,T>=20,32.4104×V^(-0.6377),Tf2p_5W,,
7030201,승합차,소형,경유,NOx,’03<,10<=T<20,24.3491×V^(-0.7277),Tf2p_5W,,
7030201,승합차,소형,경유,NOx,’03<,0<=T<10,17.2988×V^(-0.5818),Tf2p_5W,,
7030201,승합차,소형,경유,NOx,’03<,T<0,12.4051×V^(-0.4960),Tf2p_5W,,
7030201,승합차,소형,경유,NOx,’04-’07,T>=20,32.4104×V^(-0.6377),Tf2p_5W,,
7030201,승합차,소형,경유,NOx,’04-’07,10<=T<20,24.3491×V^(-0.7277),Tf2p_5W,,
7030201,승합차,소형,경유,NOx,’04-’07,0<=T<10,17.2988×V^(-0.5818),Tf2p_5W,,
7030201,승합차,소형,경유,NOx,’04-’07,T<0,12.4051×V^(-0.4960),Tf2p_5W,,
7030201,승합차,소형,경유,NOx,’08-’11,T>=20,32.4104×V^(-0.6377),Tf2p_5W,,
7030201,승합차,소형,경유,NOx,’08-’11,10<=T<20,24.3491×V^(-0.7277),Tf2p_5W,,
7030201,승합차,소형,경유,NOx,’08-’11,0<=T<10,17.2988×V^(-0.5818),Tf2p_5W,,
7030201,승합차,소형,경유,NOx,’08-’11,T<0,12.4051×V^(-0.4960),Tf2p_5W,,
7030201,승합차,소형,경유,NOx,’12-’15.8,T<0,0.0003×V^2?0.0324×V+1.8035,Tf2p_5W,,
7030201,승합차,소형,경유,NOx,’12-’15.8,T>=20,0.0003×V^2?0.0324×V+1.4773,Tf2p_5W,,
7030201,승합차,소형,경유,NOx,’12-’15.8,10<=T<20,0.0003×V^2?0.0324×V+2.0031,Tf2p_5W,,
7030201,승합차,소형,경유,NOx,’12-’15.8,T<0,2.7144×V^(-0.3437),Tf2p_5W,,
7030201,승합차,소형,경유,NOx,’15.9-17,T>=20,2.7702×V^(-0.3869),Tf2p_5W,,
7030201,승합차,소형,경유,NOx,18>,10<=T<20,2.7241×V^(-0.2743),Tf2p_5W,,
7030201,승합차,소형,경유,PM10,’90<,,1.1412*V^(-0.4324),Tf5p_5W,,
7030201,승합차,소형,경유,PM10,’91-’95,,0.5999*V^(-0.3294),Tf5p_5W,,
7030201,승합차,소형,경유,PM10,’96-’97,,0.6408*V^(-0.3596),Tf5p_5W,,
7010101,승용차,경형,경유,CO,’05<,,0.7392*V^(-0.7524),Tf5p_5W,,
7010101,승용차,경형,경유,CO,’06-’10,,0.5775*V^(-0.7524),Tf5p_5W,,
7010101,승용차,경형,경유,CO,’11-’15.8,,0.5141*V^(-0.6792),Tf5p_5W,,
7010101,승용차,경형,경유,CO,’15.9-17,,0.4574*V^(-0.5215),Tf5p_5W,,
7010101,승용차,경형,경유,CO,18>,,4.5878E-01*V^(-5.6934E-01),Tf5p_5W,,
7010101,승용차,경형,경유,VOC,’05<,,0.0989*V^(-0.6848),Tf5p_5W,,
7010101,승용차,경형,경유,VOC,’06-’10,,0.0825*V^(-0.6848),Tf5p_5W,,
7010101,승용차,경형,경유,VOC,’11-’15.8,,0.3713*V^(-0.7513),Tf5p_5W,,
7010101,승용차,경형,경유,VOC,’15.9>,,0.1300*V^(-0.7265),Tf5p_5W,,
7010101,승용차,경형,경유,NOx,’05<,T>=20,32.4104×V^(-0.6377),Tf2p_5W,,
7010101,승용차,경형,경유,NOx,’05<,10<=T<20,24.3491×V^(-0.7277),Tf2p_5W,,
7010101,승용차,경형,경유,NOx,’05<,0<=T<10,17.2988×V^(-0.5818),Tf2p_5W,,
7010101,승용차,경형,경유,NOx,’05<,T<0,12.4051×V^(-0.4960),Tf2p_5W,,
7010101,승용차,경형,경유,NOx,’06-’10,T>=20,32.4104×V^(-0.6377),Tf2p_5W,,
7010101,승용차,경형,경유,NOx,’06-’10,10<=T<20,24.3491×V^(-0.7277),Tf2p_5W,,
7010101,승용차,경형,경유,NOx,’06-’10,0<=T<10,17.2988×V^(-0.5818),Tf2p_5W,,
7010101,승용차,경형,경유,NOx,’06-’10,T<0,12.4051×V^(-0.4960),Tf2p_5W,,
7010101,승용차,경형,경유,NOx,’11-’15.8,T>=20,0.0003×V^2?0.0324×V+1.8035,Tf2p_5W,,
7010101,승용차,경형,경유,NOx,’11-’15.8,10<=T<20,0.0003×V^2?0.0324×V+1.4773,Tf2p_5W,,
7010101,승용차,경형,경유,NOx,’11-’15.8,T<10,0.0003×V^2?0.0324×V+2.0031,Tf2p_5W,,
7010101,승용차,경형,경유,NOx,’15.9-17,T>=20,2.7144×V^(-0.3437),Tf2p_5W,,
7010101,승용차,경형,경유,NOx,’15.9-17,10<=T<20,2.7702×V^(-0.3869),Tf2p_5W,,
7010101,승용차,경형,경유,NOx,’15.9-17,T<10,2.7241×V^(-0.2743),Tf2p_5W,,
7010101,승용차,경형,경유,NOx,18>,,1.0031E-01*Exp(-3.0196E-02*V),Tf2p_5W,,
7010101,승용차,경형,경유,PM10,’05<,,0.0839*V^(-0.3420),Tf5p_5W,,
7010101,승용차,경형,경유,PM10,’06-’10,,0.0420*V^(-0.3420),Tf5p_5W,,
7010101,승용차,경형,경유,PM10,’11-’15.8,V<=65.4,0.0225*V^(-0.7264),Tf5p_5W,,
7010101,승용차,경형,경유,PM10,’11-’15.8,V>65.4,0.0009*V^(0.0416),Tf5p_5W,,
7010101,승용차,경형,경유,PM10,’15.9>,V<=65.4,0.0225*V^(-0.7264),Tf5p_5W,,
7010101,승용차,경형,경유,PM10,’15.9>,V>65.4,0.0009*V^(0.0416),Tf5p_5W,,
7010101,승용차,경형,경유,PM25,’05<,,0.92*0.0839*V^(-0.3420),Tf5p_5W,,
7010101,승용차,경형,경유,PM25,’06-’10,,0.92*0.0420*V^(-0.3420),Tf5p_5W,,
7010101,승용차,경형,경유,PM25,’11-’15.8,V<=65.4,0.92*0.0225*V^(-0.7264),Tf5p_5W,,
7010101,승용차,경형,경유,PM25,’11-’15.8,V>65.4,0.92*0.0009*V^(0.0416),Tf5p_5W,,
7010101,승용차,경형,경유,PM25,’15.9>,V<=65.4,0.92*0.0225*V^(-0.7264),Tf5p_5W,,
7010101,승용차,경형,경유,PM25,’15.9>,V>65.4,0.92*0.0009*V^(0.0416),Tf5p_5W,,
7010201,승용차,소형,경유,CO,’04<,,5.9672*V^(-0.9534),Tf5p_5W,,
7010201,승용차,소형,경유,CO,’05,,0.7392*V^(-0.7524),Tf5p_5W,,
7010201,승용차,소형,경유,CO,’06-’10,,0.5775*V^(-0.7524),Tf5p_5W,,
7010201,승용차,소형,경유,CO,’11-’15.8,,0.5141*V^(-0.6792),Tf5p_5W,,
7010201,승용차,소형,경유,CO,’15.9-17,,0.4574*V^(-0.5215),Tf5p_5W,,
7010201,승용차,소형,경유,CO,18>,,4.5878E-01*V^(-5.6934E-01),Tf5p_5W,,
7010201,승용차,소형,경유,VOC,’04<,,0.6523*V^(-1.0167),Tf5p_5W,,
7010201,승용차,소형,경유,VOC,’05,,0.0989*V^(-0.6848),Tf5p_5W,,
7010201,승용차,소형,경유,VOC,’06-’10,,0.0825*V^(-0.6848),Tf5p_5W,,
7010201,승용차,소형,경유,VOC,’11-’15.8,,0.3713*V^(-0.7513),Tf5p_5W,,
7010201,승용차,소형,경유,VOC,’15.9>,,0.1300*V^(-0.7265),Tf5p_5W,,
7010201,승용차,소형,경유,NOx,’04<,T>=20,32.4104×V^(-0.6377),Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’04<,10<=T<20,24.3491×V^(-0.7277),Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’04<,0<=T<10,17.2988×V^(-0.5818),Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’04<,T<0,12.4051×V^(-0.4960),Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’05,T>=20,32.4104×V^(-0.6377),Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’05,10<=T<20,24.3491×V^(-0.7277),Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’05,0<=T<10,17.2988×V^(-0.5818),Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’05,T<0,12.4051×V^(-0.4960),Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’06-’10,T>=20,32.4104×V^(-0.6377),Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’06-’10,10<=T<20,24.3491×V^(-0.7277),Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’06-’10,0<=T<10,17.2988×V^(-0.5818),Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’06-’10,T<0,12.4051×V^(-0.4960),Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’11-’15.8,T>=20,0.0003×V^2?0.0324×V+1.8035,Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’11-’15.8,10<=T<20,0.0003×V^2?0.0324×V+1.4773,Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’11-’15.8,T<10,0.0003×V^2?0.0324×V+2.0031,Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’15.9-17,T>=20,2.7144×V^(-0.3437),Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’15.9-17,10<=T<20,2.7702×V^(-0.3869),Tf2p_5W,,
7010201,승용차,소형,경유,NOx,’15.9-17,T<10,2.7241×V^(-0.2743),Tf2p_5W,,
7010201,승용차,소형,경유,NOx,18>,,1.0031E-01*Exp(-3.0196E-02*V),Tf2p_5W,,
7010201,승용차,소형,경유,PM10,’04<,,0.3861*V^(-0.5093),Tf5p_5W,,
7010201,승용차,소형,경유,PM10,’04<,,-0.00001*V^2+0.0026*V-0.0618,Tf5p_5W,,
7010201,승용차,소형,경유,PM10,’05,,0.0839*V^(-0.3420),Tf5p_5W,,
7010201,승용차,소형,경유,PM10,’06-’10,,0.0420*V^(-0.3420),Tf5p_5W,,
7010201,승용차,소형,경유,PM10,’11-’15.8,,0.0225*V^(-0.7264),Tf5p_5W,,
7010201,승용차,소형,경유,PM10,’11-’15.8,,0.0009*V^(0.0416),Tf5p_5W,,
7010201,승용차,소형,경유,PM10,’15.9>,,0.0225*V^(-0.7264),Tf5p_5W,,
7010201,승용차,소형,경유,PM10,’15.9>,,0.0009*V^(0.0416),Tf5p_5W,,
7010201,승용차,소형,경유,PM25,’04<,,0.92*0.3861*V^(-0.5093),Tf5p_5W,,
7010201,승용차,소형,경유,PM25,’04<,,0.92*(-0.00001)*V^2+0.0026*V-0.0618,Tf5p_5W,,
7010201,승용차,소형,경유,PM25,’05,,0.92*0.0839*V^(-0.3420),Tf5p_5W,,
7010201,승용차,소형,경유,PM25,’06-’10,,0.92*0.0420*V^(-0.3420),Tf5p_5W,,
7010201,승용차,소형,경유,PM25,’11-’15.8,,0.92*0.0225*V^(-0.7264),Tf5p_5W,,
7010201,승용차,소형,경유,PM25,’11-’15.8,,0.92*0.0009*V^(0.0416),Tf5p_5W,,
7010201,승용차,소형,경유,PM25,’15.9>,,0.92*0.0225*V^(-0.7264),Tf5p_5W,,
7010201,승용차,소형,경유,PM25,’15.9>,,0.92*0.0009*V^(0.0416),Tf5p_5W,,
7010301,승용차,중형,경유,CO,’04<,,5.9672*V^(-0.9534),Tf5p_5W,,
7010301,승용차,중형,경유,CO,’05,,0.6930*V^(-0.7524),Tf5p_5W,,
7010301,승용차,중형,경유,CO,’06-’10,,0.5414*V^(-0.7524),Tf5p_5W,,
7010301,승용차,중형,경유,CO,’11-’15.8,,0.5141*V^(-0.6792),Tf5p_5W,,
7010301,승용차,중형,경유,CO,’15.9-17,,0.4574*V^(-0.5215),Tf5p_5W,,
7010301,승용차,중형,경유,CO,18>,,4.5878E-01*V^(-5.6934E-01),Tf5p_5W,,
7010301,승용차,중형,경유,VOC,’04<,,0.6523*V^(-1.0167),Tf5p_5W,,
7010301,승용차,중형,경유,VOC,’05,,0.1865*V^(-0.6848),Tf5p_5W,,
7010301,승용차,중형,경유,VOC,’06-’10,,0.0927*V^(-0.6848),Tf5p_5W,,
7010301,승용차,중형,경유,VOC,’11-’15.8,,0.3713*V^(-0.7513),Tf5p_5W,,
7010301,승용차,중형,경유,VOC,’15.9>,,0.1300*V^(-0.7265),Tf5p_5W,,
7010301,승용차,중형,경유,NOx,’04<,T>=20,32.4104×V^(-0.6377),Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’04<,10<=T<20,24.3491×V^(-0.7277),Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’04<,0<=T<10,17.2988×V^(-0.5818),Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’04<,T<0,12.4051×V^(-0.4960),Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’05,T>=20,32.4104×V^(-0.6377),Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’05,10<=T<20,24.3491×V^(-0.7277),Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’05,0<=T<10,17.2988×V^(-0.5818),Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’05,T<0,12.4051×V^(-0.4960),Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’06-’10,T>=20,32.4104×V^(-0.6377),Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’06-’10,10<=T<20,24.3491×V^(-0.7277),Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’06-’10,0<=T<10,17.2988×V^(-0.5818),Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’06-’10,T<0,12.4051×V^(-0.4960),Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’11-’15.8,T>=20,0.0003×V^2?0.0324×V+1.8035,Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’11-’15.8,10<=T<20,0.0003×V^2?0.0324×V+1.4773,Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’11-’15.8,T<0,0.0003×V^2?0.0324×V+2.0031,Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’15.9-17,T>=20,2.7144×V^(-0.3437),Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’15.9-17,10<=T<20,2.7702×V^(-0.3869),Tf2p_5W,,
7010301,승용차,중형,경유,NOx,’15.9-17,T<0,2.7241×V^(-0.2743),Tf2p_5W,,
7010301,승용차,중형,경유,NOx,18>,,1.0031E-01*Exp(-3.0196E-02*V),Tf2p_5W,,
7010301,승용차,중형,경유,PM10,’04<,,0.3861*V^(-0.5093),Tf5p_5W,,
7010301,승용차,중형,경유,PM10,’04<,,-0.00001*V^2+0.0026*V-0.0618,Tf5p_5W,,
7010301,승용차,중형,경유,PM10,’05,,0.0723*V^(-0.3420),Tf5p_5W,,
7010301,승용차,중형,경유,PM10,’06-’10,,0.0396*V^(-0.3420),Tf5p_5W,,
7010301,승용차,중형,경유,PM10,’11-’15.8,,0.0225*V^(-0.7264),Tf5p_5W,,
7010301,승용차,중형,경유,PM10,’11-’15.8,,0.0009*V^(0.0416),Tf5p_5W,,
7010301,승용차,중형,경유,PM10,’15.9>,,0.0225*V^(-0.7264),Tf5p_5W,,
7010301,승용차,중형,경유,PM10,’15.9>,,0.0009*V^(0.0416),Tf5p_5W,,
7010301,승용차,중형,경유,PM25,’04<,,0.92*0.3861*V^(-0.5093),Tf5p_5W,,
7010301,승용차,중형,경유,PM25,’04<,,0.92*(-0.00001)*V^2+0.0026*V-0.0618,Tf5p_5W,,
7010301,승용차,중형,경유,PM25,’05,,0.92*0.0723*V^(-0.3420),Tf5p_5W,,
7010301,승용차,중형,경유,PM25,’06-’10,,0.92*0.0396*V^(-0.3420),Tf5p_5W,,
7010301,승용차,중형,경유,PM25,’11-’15.8,,0.92*0.0225*V^(-0.7264),Tf5p_5W,,
7010301,승용차,중형,경유,PM25,’11-’15.8,,0.92*0.0009*V^(0.0416),Tf5p_5W,,
7010301,승용차,중형,경유,PM25,’15.9>,,0.92*0.0225*V^(-0.7264),Tf5p_5W,,
7010301,승용차,중형,경유,PM25,’15.9>,,0.92*0.0009*V^(0.0416),Tf5p_5W,,
7010401,승용차,대형,경유,CO,’04<,,5.9672*V^(-0.9534),Tf5p_5W,,
7010401,승용차,대형,경유,CO,’05,,0.9609*V^(-0.7524),Tf5p_5W,,
7010401,승용차,대형,경유,CO,’06-’10,,0.7507*V^(-0.7524),Tf5p_5W,,
7010401,승용차,대형,경유,CO,’11-’15.8,,0.5141*V^(-0.6792),Tf5p_5W,,
7010401,승용차,대형,경유,CO,’15.9-17,,0.4574*V^(-0.5215),Tf5p_5W,,
7010401,승용차,대형,경유,CO,18>,,4.5878E-01*V^(-5.6934E-01),Tf5p_5W,,
7010401,승용차,대형,경유,VOC,’04<,,0.6523*V^(-1.0167),Tf5p_5W,,
7010401,승용차,대형,경유,VOC,’05,,0.1865*V^(-0.6848),Tf5p_5W,,
7010401,승용차,대형,경유,VOC,’06-’10,,0.1554*V^(-0.6848),Tf5p_5W,,
7010401,승용차,대형,경유,VOC,’11-’15.8,,0.3713*V^(-0.7513),Tf5p_5W,,
7010401,승용차,대형,경유,VOC,’15.9>,,0.1300*V^(-0.7265),Tf5p_5W,,
7010401,승용차,대형,경유,NOx,’04<,T>=20,32.4104×V^(-0.6377),Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’04<,10<=T<20,24.3491×V^(-0.7277),Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’04<,0<=T<10,17.2988×V^(-0.5818),Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’04<,T<0,12.4051×V^(-0.4960),Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’05,T>=20,32.4104×V^(-0.6377),Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’05,10<=T<20,24.3491×V^(-0.7277),Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’05,0<=T<10,17.2988×V^(-0.5818),Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’05,T<0,12.4051×V^(-0.4960),Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’06-’10,T>=20,32.4104×V^(-0.6377),Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’06-’10,10<=T<20,24.3491×V^(-0.7277),Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’06-’10,0<=T<10,17.2988×V^(-0.5818),Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’06-’10,T<0,12.4051×V^(-0.4960),Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’11-’15.8,T<0,0.0003×V^2?0.0324×V+1.8035,Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’11-’15.8,T>=20,0.0003×V^2?0.0324×V+1.4773,Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’11-’15.8,10<=T<20,0.0003×V^2?0.0324×V+2.0031,Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’15.9-17,T<0,2.7144×V^(-0.3437),Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’15.9-17,T>=20,2.7702×V^(-0.3869),Tf2p_5W,,
7010401,승용차,대형,경유,NOx,’15.9-17,10<=T<20,2.7241×V^(-0.2743),Tf2p_5W,,
7010401,승용차,대형,경유,NOx,18>,,1.0031E-01*Exp(-3.0196E-02*V),Tf2p_5W,,
7010401,승용차,대형,경유,PM10,’04<,,0.3861*V^(-0.5093),Tf5p_5W,,
7010401,승용차,대형,경유,PM10,’04<,,-0.00001*V^2+0.0026*V-0.0618,Tf5p_5W,,
7010401,승용차,대형,경유,PM10,’05,,0.0723*V^(-0.3420),Tf5p_5W,,
7010401,승용차,대형,경유,PM10,’06-’10,,0.0361*V^(-0.3420),Tf5p_5W,,
7010401,승용차,대형,경유,PM10,’11-’15.8,,0.0225*V^(-0.7264),Tf5p_5W,,
7010401,승용차,대형,경유,PM10,’11-’15.8,,0.0009*V^(0.0416),Tf5p_5W,,
7010401,승용차,대형,경유,PM10,’15.9>,,0.0225*V^(-0.7264),Tf5p_5W,,
7010401,승용차,대형,경유,PM10,’15.9>,,0.0009*V^(0.0416),Tf5p_5W,,
7010401,승용차,대형,경유,PM25,’04<,,0.92*0.3861*V^(-0.5093),Tf5p_5W,,
7010401,승용차,대형,경유,PM25,’04<,,0.92*(-0.00001)*V^2+0.0026*V-0.0618,Tf5p_5W,,
7010401,승용차,대형,경유,PM25,’05,,0.92*0.0723*V^(-0.3420),Tf5p_5W,,
7010401,승용차,대형,경유,PM25,’06-’10,,0.92*0.0361*V^(-0.3420),Tf5p_5W,,
7010401,승용차,대형,경유,PM25,’11-’15.8,,0.92*0.0225*V^(-0.7264),Tf5p_5W,,
7010401,승용차,대형,경유,PM25,’11-’15.8,,0.92*0.0009*V^(0.0416),Tf5p_5W,,
7010401,승용차,대형,경유,PM25,’15.9>,,0.92*0.0225*V^(-0.7264),Tf5p_5W,,
7010401,승용차,대형,경유,PM25,’15.9>,,0.92*0.0009*V^(0.0416),Tf5p_5W,,
7030201,승합차,소형,경유,PM10,’98-’99,,0.5168*V^(-0.3596),Tf5p_5W,,
7030201,승합차,소형,경유,PM10,’00-’03,,0.2894*V^(-0.3596),Tf5p_5W,,
7030201,승합차,소형,경유,PM10,’04-’07,,0.2067*V^(-0.3596),Tf5p_5W,,
7030201,승합차,소형,경유,PM10,’08-’11,,0.3111*V^(-0.5125),Tf5p_5W,,
7030201,승합차,소형,경유,PM10,’12-’15.8,,0.1119*V^(-0.5125),Tf5p_5W,,
7030201,승합차,소형,경유,PM10,’15.9>,,8.6547E-03*V^(-9.7564E-01),Tf5p_5W,,
7030201,승합차,소형,경유,PM10,’15.9>,,1.2588E-12*V^4.4235,Tf5p_5W,,
7030201,승합차,소형,경유,PM25,’90<,,0.92*1.1412*V^(-0.4324),Tf5p_5W,,
7030201,승합차,소형,경유,PM25,’91-’95,,0.92*0.5999*V^(-0.3294),Tf5p_5W,,
7030201,승합차,소형,경유,PM25,’96-’97,,0.92*0.6408*V^(-0.3596),Tf5p_5W,,
7030201,승합차,소형,경유,PM25,’98-’99,,0.92*0.5168*V^(-0.3596),Tf5p_5W,,
7030201,승합차,소형,경유,PM25,’00-’03,,0.92*0.2894*V^(-0.3596),Tf5p_5W,,
7030201,승합차,소형,경유,PM25,’04-’07,,0.92*0.2067*V^(-0.3596),Tf5p_5W,,
7030201,승합차,소형,경유,PM25,’08-’11,,0.92*0.3111*V^(-0.5125),Tf5p_5W,,
7030201,승합차,소형,경유,PM25,’12-’15.8,,0.92*0.1119*V^(-0.5125),Tf5p_5W,,
7030201,승합차,소형,경유,PM25,’15.9>,,0.92*8.6547E-03*V^(-9.7564E-01),Tf5p_5W,,
7030201,승합차,소형,경유,PM25,’15.9>,,0.92*1.2588E-12*V^4.4235,Tf5p_5W,,
7030201,승합차,소형,LPG,CO,’90<,,72.338*V^(-0.7587),Tf10p_5W,,
7030201,승합차,소형,LPG,CO,’91-’99,,29.825*V^(-0.6771),Tf10p_5W,,
7030201,승합차,소형,LPG,CO,’00-’05,,17.829*V^(-0.6778),Tf10p_5W,,
7030201,승합차,소형,LPG,CO,’06-07,,6.1701*V^(-1.0719),Tf10p_10W,,
7030201,승합차,소형,LPG,CO,’06-07,,3.0000E-10*V^(4.5809),Tf10p_10W,,
7030201,승합차,소형,LPG,CO,’08,,0.7693*V^(-0.7666),Tf10p_10W,,
7030201,승합차,소형,LPG,CO,’08,,5.0000E-16*V^(7.2766),Tf10p_10W,,
7030201,승합차,소형,LPG,CO,’09-’11,,0.7059*V^(-0.7666),Tf10p_10W,,
7030201,승합차,소형,LPG,CO,’09-’11,,4.5878E-16*V^(7.2766),Tf10p_10W,,
7030201,승합차,소형,LPG,CO,’12-’13,,0.6830*V^(-0.7666),Tf10p_10W,,
7030201,승합차,소형,LPG,CO,’12-’13,,4.4393E-16*V^(7.2766),Tf10p_10W,,
7030201,승합차,소형,LPG,CO,’14,,0.6602*V^(-0.7666),Tf10p_10W,,
7030201,승합차,소형,LPG,CO,’14,,4.2909E-16*V^(7.2766),Tf10p_10W,,
